operator	time	order_ref	user_name	amount
hanseshhl	2019-06-03 01:24:30	hiifx_201906030124308942	lmy1616	7000.0000	
hanseshhl	2019-06-03 01:52:05	hiifx_201906030152051411	zenghonghuan	4500.0000	
hanseshhl	2019-06-03 02:13:28	hiifx_201906030213285093	wbn930228	1500.0000	
hanseshhl	2019-06-03 02:45:08	hiifx_201906030245089062	liyan31	10000.0000	
hanseshhl	2019-06-03 03:35:22	hiifx_201906030335225434	h3498	1534.0000	
hanseshhl	2019-06-03 03:36:36	hiifx_201906030336351386	sunhui	15000.0000	
hanseshhl	2019-06-03 04:09:09	hiifx_201906030409085372	zwf1981	7500.0000	
hanseshhl	2019-06-03 04:42:22	hiifx_201906030442225232	lhf668899	1500.0000	
hanseshhl	2019-06-03 05:19:11	hiifx_201906030519118211	lhf668899	7500.0000	
hanseshhl	2019-06-03 06:17:49	hiifx_201906030617483111	sxf4352f	4379.5600	
hanseshhl	2019-06-03 07:41:11	hiifx_201906030741118592	hongping168	1500.0000	
hanseshhl	2019-06-03 07:42:06	hiifx_201906030742066418	lhy19810401	4500.0000	
hanseshhl	2019-06-03 07:45:13	hiifx_201906030745133337	lhl141319	3000.0000	
hanseshhl	2019-06-03 08:02:27	hiifx_201906030802266296	Tanwan	7500.0000	
hanseshhl	2019-06-03 09:02:01	hiifx_201906030902007121	459500669	6000.0000	
hanseshhl	2019-06-03 12:50:39	hiifx_201906031250384293	wxd6688	6796.0000	
hanseshhl	2019-06-04 06:01:00	hiifx_201906040601002794	Ggx1319	40000.0000	
hanseshhl	2019-06-04 07:51:31	hiifx_201906040751301130	ht0919	9200.0000	
hanseshhl	2019-06-04 10:05:15	hiifx_201906041005144942	hehe2008	4150.0000	
hanseshhl	2019-06-04 16:40:30	hiifx_201906041640295502	Mandyshi1	10219.0000	
hanseshhl	2019-06-05 07:44:26	hiifx_201906050744269023	sjd888	1500.0000	
hanseshhl	2019-06-05 07:44:40	hiifx_201906050744401983	kkf888	1500.0000	
hanseshhl	2019-06-05 07:44:58	hiifx_201906050744574085	lhm688	1500.0000	
hanseshhl	2019-06-05 07:45:14	hiifx_201906050745137890	wsj688	1500.0000	
hanseshhl	2019-06-05 07:45:27	hiifx_201906050745266791	zjz8868	1500.0000	
keelintan20	2019-06-05 10:02:52	hiifx_201906051002525427	nick001	149400.7600	
hanseshhl	2019-06-05 11:51:44	hiifx_201906051151449083	yhn1319	1500.0000	
hanseshhl	2019-06-06 03:49:03	hiifx_201906060349029357	Kevindayisgod	1500.0000	
hanseshhl	2019-06-06 03:53:13	hiifx_201906060353125105	hr168	6600.0000	
hanseshhl	2019-06-06 05:26:03	hiifx_201906060526024369	lichenxin	7300.0000	
heeheng	2019-06-06 05:54:52	hiifx_201906060554514135	vinlu8	9000.0000	
hanseshhl	2019-06-06 06:13:00	hiifx_201906060613004039	pkr168	3000.0000	
heeheng	2019-06-06 06:27:43	hiifx_201906060627429298	naomi	20500.0000	
heeheng	2019-06-06 06:58:48	hiifx_201906060658473317	Chinghua1012	13165.0000	
hanseshhl	2019-06-06 07:35:29	hiifx_201906060735297933	RCL17	1500.0000	
hanseshhl	2019-06-06 07:35:43	hiifx_201906060735421918	cdh188	1500.0000	
hanseshhl	2019-06-06 07:36:19	hiifx_201906060736187037	wyl1888	1500.0000	
hanseshhl	2019-06-06 07:46:40	hiifx_201906060746398713	xujp99	14000.0000	
hanseshhl	2019-06-06 07:52:59	hiifx_201906060752585184	gm1319	16500.0000	
hanseshhl	2019-06-06 08:32:52	hiifx_201906060832515362	zyq188	1500.0000	
hanseshhl	2019-06-06 08:45:00	hiifx_201906060844596384	xuying	15000.0000	
hanseshhl	2019-06-06 09:08:10	hiifx_201906060908109243	zhuangminyu	3000.0000	
hanseshhl	2019-06-06 09:47:51	hiifx_201906060947504624	ayn1979	10000.0000	
hanseshhl	2019-06-06 11:08:43	hiifx_201906061108434226	lhy6699	3000.0000	
hanseshhl	2019-06-06 11:38:14	hiifx_201906061138139622	Zyy1997	106200.0000	
hanseshhl	2019-06-06 12:18:36	hiifx_201906061218364283	xh90122	2610.0000	
hanseshhl	2019-06-07 02:00:16	hiifx_201906070200154990	lhy6699	1500.0000	
hanseshhl	2019-06-07 02:06:06	hiifx_201906070206068221	hhr8882	1500.0000	
hanseshhl	2019-06-07 03:08:04	hiifx_201906070308048432	xh90021	2500.0000	
hanseshhl	2019-06-07 03:35:37	hiifx_201906070335371254	yuan1125	11678.8300	
TTL781007	2019-06-07 03:45:32	hiifx_201906070345316378	0901060786	30000.0000	
TTL781007	2019-06-07 03:47:05	hiifx_201906070347055422	nature168	19800.0000	
TTL781007	2019-06-07 03:49:49	hiifx_201906070349499708	630003	37300.0000	
hanseshhl	2019-06-07 04:37:01	hiifx_201906070437006989	qcs168	1000.0000	
hanseshhl	2019-06-07 05:45:54	hiifx_201906070545541437	zhp8007	600.0000	
hanseshhl	2019-06-07 07:16:12	hiifx_201906070716122909	lyg1975	200.0000	
hanseshhl	2019-06-07 07:43:47	hiifx_201906070743468755	huangshengle	2259.0000	
hanseshhl	2019-06-07 07:52:49	hiifx_201906070752498714	jiangtao	4379.0000	
hanseshhl	2019-06-07 10:11:32	hiifx_201906071011324532	jinchunying	9000.0000	
hanseshhl	2019-06-07 10:12:32	hiifx_201906071012311835	lanjing0217	12000.0000	
hanseshhl	2019-06-07 13:58:21	hiifx_201906071358217994	zrq1413	5000.0000	
hanseshhl	2019-06-07 15:45:16	hiifx_201906071545167839	xh8299	9130.0000	
hanseshhl	2019-06-09 03:18:08	hiifx_201906090318089187	cyq1319	5118.0000	
hanseshhl	2019-06-09 04:33:51	hiifx_201906090433515363	wqf1882	7500.0000	
hanseshhl	2019-06-09 06:20:11	hiifx_201906090620118556	xh90125	14220.0000	
hanseshhl	2019-06-09 06:46:44	hiifx_201906090646448890	lf80023	3000.0000	
hanseshhl	2019-06-09 08:43:51	hiifx_201906090843515922	zwf1981	3000.0000	
hanseshhl	2019-06-09 13:33:00	hiifx_201906091333008116	18860052903	9489.0000	
hanseshhl	2019-06-10 02:17:08	hiifx_201906100217082431	jianghaiqing	4500.0000	
hanseshhl	2019-06-10 02:31:03	hiifx_201906100231039402	sxl1969	3000.0000	
hanseshhl	2019-06-10 03:46:23	hiifx_201906100346222676	da388988	3000.0000	
hanseshhl	2019-06-10 04:53:16	hiifx_201906100453157140	0668linxi88	8000.0000	
hanseshhl	2019-06-10 05:05:33	hiifx_201906100505325014	dyh123456789	100000.0000	
hanseshhl	2019-06-10 05:57:54	hiifx_201906100557539244	yuan1125	2000.0000	
keelintan20	2019-06-10 07:01:24	hiifx_201906100701233590	chenlianglei888	93341.0000	
hanseshhl	2019-06-10 08:16:50	hiifx_201906100816501531	li8524146	36000.0000	
hanseshhl	2019-06-10 08:28:42	hiifx_201906100828422985	xh90122	1410.0000	
hanseshhl	2019-06-10 08:29:36	hiifx_201906100829366647	cc1319	30000.0000	
keelintan20	2019-06-10 12:57:55	hiifx_201906101257542453	nick001	677562.0100	
hanseshhl	2019-06-11 01:37:41	hiifx_201906110137412128	wangpeiling	9000.0000	
hanseshhl	2019-06-11 02:31:45	hiifx_201906110231459670	wxd6688	10120.0000	
TTL781007	2019-06-11 02:35:52	hiifx_201906110235521399	PLW888	1465.0000	
hanseshhl	2019-06-11 03:06:02	hiifx_201906110306012020	linjm83	72992.7000	
hanseshhl	2019-06-11 03:24:40	hiifx_201906110324394525	dyh123456789	89000.0000	
hanseshhl	2019-06-11 07:13:51	hiifx_201906110713502680	xh90268	9472.1200	
hanseshhl	2019-06-11 08:46:26	hiifx_201906110846252488	lihuichao	17800.0000	
hanseshhl	2019-06-11 08:57:41	hiifx_201906110857414276	linjm83	72992.7000	
hanseshhl	2019-06-11 10:55:38	hiifx_201906111055383644	dyh123456789	7500.0000	
TTL781007	2019-06-12 04:56:42	hiifx_201906120456425296	hwangxinxun	12972.0000	
TTL781007	2019-06-12 05:01:03	hiifx_201906120501027250	YANGHSINCHUN	60394.1500	
TTL781007	2019-06-12 05:20:19	hiifx_201906120520184870	andychu	3000.0000	
hanseshhl	2019-06-12 08:08:56	hiifx_201906120808559051	gzh168	15000.0000	
TTL781007	2019-06-13 04:11:52	hiifx_201906130411527640	sallyxz	12000.0000	
hanseshhl	2019-06-13 04:18:35	hiifx_201906130418341758	zlx1980	50300.0000	
hanseshhl	2019-06-13 05:50:53	hiifx_201906130550532585	hg2000	12000.0000	
hanseshhl	2019-06-13 09:52:23	hiifx_201906130952228056	ZH225588	3000.0000	
hanseshhl	2019-06-13 10:07:27	hiifx_201906131007275808	wxd6688	729.9300	
hanseshhl	2019-06-13 10:14:37	hiifx_201906131014375687	xgh188	3000.0000	
hanseshhl	2019-06-13 10:18:12	hiifx_201906131018124220	zw1974abc	5800.0000	
hanseshhl	2019-06-13 11:26:21	hiifx_201906131126208460	yqm888	1500.0000	
hanseshhl	2019-06-13 12:24:06	hiifx_201906131224066309	dyh123456789	7500.0000	
hanseshhl	2019-06-14 02:27:41	hiifx_201906140227405798	dyh123456789	14800.0000	
hanseshhl	2019-06-14 02:29:10	hiifx_201906140229093992	zlx1980	72000.0000	
hanseshhl	2019-06-14 03:02:44	hiifx_201906140302439789	Rainbow1987	13500.0000	
TTL781007	2019-06-14 03:59:59	hiifx_201906140359585921	0901060786	38000.0000	
hanseshhl	2019-06-14 04:09:57	hiifx_201906140409576649	xql1121	14700.0000	
hanseshhl	2019-06-14 06:53:27	hiifx_201906140653272310	zb5888	15000.0000	
hanseshhl	2019-06-14 07:05:16	hiifx_201906140705153521	lhy6699	2000.0000	
hanseshhl	2019-06-14 07:14:15	hiifx_201906140714156985	zjq123456	12000.0000	
hanseshhl	2019-06-14 08:32:49	hiifx_201906140832498575	lhy6699	3000.0000	
hanseshhl	2019-06-14 09:21:46	hiifx_201906140921465468	yxr123456	15000.0000	
hanseshhl	2019-06-14 11:34:45	hiifx_201906141134456788	qiouchaoyi	8525.0000	
hanseshhl	2019-06-14 11:49:51	hiifx_201906141149504055	guanfengzhi	58000.0000	
hanseshhl	2019-06-14 14:42:52	hiifx_201906141442529092	zzg1234	15000.0000	
hanseshhl	2019-06-15 01:41:58	hiifx_201906150141585124	zxl1990	30000.0000	
hanseshhl	2019-06-15 01:43:15	hiifx_201906150143154530	lhy6699	200000.0000	
hanseshhl	2019-06-15 04:28:39	hiifx_201906150428393839	ayn1979	52000.0000	
hanseshhl	2019-06-15 04:36:53	hiifx_201906150436537905	lhd5577	1500.0000	
hanseshhl	2019-06-15 04:57:42	hiifx_201906150457413576	lutiantian86	7500.0000	
hanseshhl	2019-06-15 06:13:52	hiifx_201906150613528220	wuzhongchao	6020.0000	
hanseshhl	2019-06-15 06:14:45	hiifx_201906150614444599	xh90209	8800.0000	
hanseshhl	2019-06-15 07:05:18	hiifx_201906150705173907	hdbc2408	3000.0000	
hanseshhl	2019-06-15 07:30:38	hiifx_201906150730376445	yxr123456	15000.0000	
hanseshhl	2019-06-15 07:31:39	hiifx_201906150731381930	jh90111	15000.0000	
hanseshhl	2019-06-15 09:15:45	hiifx_201906150915455284	chen8746867	1000.0000	
hanseshhl	2019-06-15 09:16:36	hiifx_201906150916356318	ksj999	1500.0000	
hanseshhl	2019-06-15 09:24:05	hiifx_201906150924055797	hj6699	1500.0000	
hanseshhl	2019-06-15 09:39:06	hiifx_201906150939054454	zxc1234	7160.0000	
hanseshhl	2019-06-15 14:42:02	hiifx_201906151442011104	qhsy2013	30000.0000	
hanseshhl	2019-06-15 17:01:11	hiifx_201906151701107431	wl777	3000.0000	
hanseshhl	2019-06-16 04:27:52	hiifx_201906160427517431	nj123456	11500.0000	
hanseshhl	2019-06-16 05:23:04	hiifx_201906160523045346	fangfang666	4500.0000	
hanseshhl	2019-06-16 05:24:13	hiifx_201906160524127151	yuan1125	2500.0000	
hanseshhl	2019-06-16 06:38:44	hiifx_201906160638434105	hhl1986	9150.0000	
hanseshhl	2019-06-16 06:53:19	hiifx_201906160653191598	wwg1979abc	3000.0000	
hanseshhl	2019-06-16 07:13:58	hiifx_201906160713578441	wwg1979abc	2922.0000	
hanseshhl	2019-06-16 07:28:17	hiifx_201906160728172243	zj12345	27500.0000	
hanseshhl	2019-06-16 07:29:16	hiifx_201906160729151852	yuan1125	15000.0000	
hanseshhl	2019-06-16 08:26:18	hiifx_201906160826184075	wh1234567	15000.0000	
hanseshhl	2019-06-16 09:09:39	hiifx_201906160909393155	yn12345	4500.0000	
hanseshhl	2019-06-16 09:10:13	hiifx_201906160910139451	jsj12345	1500.0000	
hanseshhl	2019-06-16 09:33:14	hiifx_201906160933144164	hdbc2408	4000.0000	
hanseshhl	2019-06-16 11:39:23	hiifx_201906161139237080	cxn12345	1500.0000	
hanseshhl	2019-06-16 12:06:50	hiifx_201906161206498631	nj123456	9000.0000	
hanseshhl	2019-06-16 12:07:50	hiifx_201906161207509148	lf80019	3000.0000	
hanseshhl	2019-06-16 12:54:25	hiifx_201906161254242604	Buvhajar	4000.0000	
hanseshhl	2019-06-16 12:55:08	hiifx_201906161255088293	wc4095215	6279.0000	
hanseshhl	2019-06-16 12:56:27	hiifx_201906161256272925	zjq123456	12000.0000	
hanseshhl	2019-06-16 13:37:38	hiifx_201906161337376783	andyxiao	900.0000	
hanseshhl	2019-06-17 04:41:46	hiifx_201906170441463919	kenmimi	9000.0000	
hanseshhl	2019-06-17 05:22:27	hiifx_201906170522265299	qiouchaoyi	23500.0000	
hanseshhl	2019-06-17 05:28:19	hiifx_201906170528196825	rickdong	15000.0000	
hanseshhl	2019-06-17 06:04:52	hiifx_201906170604512850	qianfeng	4500.0000	
hanseshhl	2019-06-17 06:12:06	hiifx_201906170612053856	mlx1979abc	15000.0000	
hanseshhl	2019-06-17 06:13:58	hiifx_201906170613573331	ZH225588	5839.4000	
hanseshhl	2019-06-17 06:48:39	hiifx_201906170648389744	yuan1125	8759.1200	
hanseshhl	2019-06-17 07:24:14	hiifx_201906170724143360	jiangtao	464.0000	
hanseshhl	2019-06-17 07:56:25	hiifx_201906170756248424	dhg139	1500.0000	
hanseshhl	2019-06-17 08:42:43	hiifx_201906170842429133	hym888	1500.0000	
hanseshhl	2019-06-17 08:44:20	hiifx_201906170844194017	dfl1987	7500.0000	
hanseshhl	2019-06-17 08:47:09	hiifx_201906170847095085	yj2018	7000.0000	
hanseshhl	2019-06-17 09:06:58	hiifx_201906170906571245	ayn1979	2000.0000	
hanseshhl	2019-06-17 11:11:18	hiifx_201906171111187421	xieqing0506	1500.0000	
TTL781007	2019-06-18 02:29:00	hiifx_201906180229003058	yuan1125	6000.0000	
keelintan20	2019-06-20 07:17:47	hiifx_201906200717476461	lxh188	100753.0000	
keelintan20	2019-06-20 07:21:42	hiifx_201906200721412668	ccw168	4500.0000	
keelintan20	2019-06-20 07:27:52	hiifx_201906200727526881	jinyongtao	241800.0000	
TTL781007	2019-06-20 07:48:10	hiifx_201906200748106445	wuhongxia	4375.0000	
TTL781007	2019-06-20 07:50:21	hiifx_201906200750218048	LIUJUIHUI	63593.0000	
TTL781007	2019-06-20 15:02:31	hiifx_201906201502303546	1953252562	7500.0000	
TTL781007	2019-06-24 03:52:36	hiifx_201906240352355447	Steven33	4470.0000	
keelintan20	2019-06-24 07:38:05	hiifx_201906240738059914	nick001	154148.0500	
keelintan20	2019-06-24 07:38:53	hiifx_201906240738536924	nick001	285131.0700	
keelintan20	2019-06-24 09:39:50	hiifx_201906240939493007	nick001	100000.0000	
TTL781007	2019-06-24 09:51:01	hiifx_201906240951003146	0963105775	9572.0000	
TTL781007	2019-06-25 06:30:31	hiifx_201906250630302423	maggiekang129	12000.0000	
keelintan20	2019-06-25 08:38:11	hiifx_201906250838106442	gsl666	285000.0000	
TTL781007	2019-06-27 11:21:07	hiifx_201906271121071196	TUPEITZU	20000.0000	
TTL781007	2019-06-27 11:21:29	hiifx_201906271121287391	coolmey123	24000.0000	
TTL781007	2019-06-27 11:53:27	hiifx_201906271153265175	LIUFEIJU	25000.0000	
keelintan20	2019-06-28 09:05:30	hiifx_201906280905299603	nick001	366700.1200	
keelintan20	2019-06-30 07:03:37	hiifx_201906300703378502	nick001	100000.0000	
hanseshhl	2019-06-30 11:44:42	hiifx_201906301144425668	cyh5577	1000.0000	
TTL781007	2019-07-01 02:13:36	hiifx_201907010213361724	0963105775	1502.0000	
keelintan20	2019-07-01 07:49:28	hiifx_201907010749275672	summer	150000.0000	
TTL781007	2019-07-01 08:58:17	hiifx_201907010858175667	Apple0204	3000.0000	
TTL781007	2019-07-02 03:23:33	hiifx_201907020323327687	yuan1125	19000.0000	
TTL781007	2019-07-02 06:01:51	hiifx_201907020601505387	yuan1125	3000.0000	
keelintan20	2019-07-02 07:05:06	hiifx_201907020705069171	nick001	200000.0000	
TTL781007	2019-07-02 09:02:35	hiifx_201907020902341069	0986116622	229970.0000	
TTL781007	2019-07-02 10:43:53	hiifx_201907021043521937	Asd410029	1490.0000	
TTL781007	2019-07-02 10:44:15	hiifx_201907021044143318	Alukochen0314	1490.0000	
keelintan20	2019-07-02 14:56:11	hiifx_201907021456112804	nick001	50000.0000	
TTL781007	2019-07-03 06:32:10	hiifx_201907030632101645	yuan1125	5000.0000	
hanseshhl	2019-07-03 10:39:12	hiifx_201907031039124445	chx777	58000.0000	
hanseshhl	2019-07-03 12:08:29	hiifx_201907031208281339	chenchunyan	15000.0000	
hanseshhl	2019-07-03 12:43:37	hiifx_201907031243365995	czq1990	28985.0000	
hanseshhl	2019-07-03 13:37:01	hiifx_201907031337018502	llm1818	30000.0000	
hanseshhl	2019-07-04 10:02:54	hiifx_201907041002543818	15319728683	40500.0000	
keelintan20	2019-07-05 00:24:18	hiifx_201907050024188494	nick001	404318.9100	
TTL781007	2019-07-05 03:02:46	hiifx_201907050302457862	sallyxz	31621.4100	
TTL781007	2019-07-05 03:03:44	hiifx_201907050303445530	guoyiwei1942	29832.4200	
TTL781007	2019-07-05 03:04:10	hiifx_201907050304097616	guoyiwei1942	30778.2800	
hanseshhl	2019-07-07 07:01:31	hiifx_201907070701311268	hsl2018	45000.0000	
TTL781007	2019-07-08 04:54:35	hiifx_201907080454359792	0928076795	9972.0000	
TTL781007	2019-07-08 04:57:10	hiifx_201907080457092000	judytuan	24964.8100	
hanseshhl	2019-07-08 07:51:55	hiifx_201907080751558876	good2018	100000.0000	
TTL781007	2019-07-08 09:13:54	hiifx_201907080913546728	careychen	15000.0000	
hanseshhl	2019-07-08 10:11:52	hiifx_201907081011514542	lc1234567	72000.0000	
hanseshhl	2019-07-09 02:40:57	hiifx_201907090240568324	kimado999	20000.0000	
hanseshhl	2019-07-10 08:11:07	hiifx_201907100811064374	dhg139	145985.4000	
TTL781007	2019-07-11 04:24:25	hiifx_201907110424252581	dongyujie	48500.0000	
TTL781007	2019-07-11 04:27:21	hiifx_201907110427211998	Hsukai0229	7000.0000	
TTL781007	2019-07-11 04:27:42	hiifx_201907110427422486	li19710226	48124.0000	
keelintan20	2019-07-11 06:09:14	hiifx_201907110609141496	nick001	200000.0000	
keelintan20	2019-07-11 08:15:41	hiifx_201907110815405942	yaxin888	330000.0000	
keelintan20	2019-07-11 09:30:21	hiifx_201907110930209768	nick001	100000.0000	
keelintan20	2019-07-11 12:29:11	hiifx_201907111229109607	nick001	150000.0000	
keelintan20	2019-07-11 12:56:12	hiifx_201907111256122949	nick001	100000.0000	
hanseshhl	2019-07-12 05:14:23	hiifx_201907120514237170	whd123456	30000.0000	
hanseshhl	2019-07-12 06:14:27	hiifx_201907120614269648	li8524146	20000.0000	
hanseshhl	2019-07-12 08:10:51	hiifx_201907120810509888	Sunny169	90000.0000	
hanseshhl	2019-07-12 08:23:49	hiifx_201907120823485749	0668linxi88	55000.0000	
TTL781007	2019-07-12 08:34:21	hiifx_201907120834218011	hjkl01	5972.0000	
keelintan20	2019-07-12 09:46:54	hiifx_201907120946548650	nick001	10000.0000	
hanseshhl	2019-07-12 11:27:53	hiifx_201907121127525606	liu3399	15000.0000	
hanseshhl	2019-07-12 14:27:39	hiifx_201907121427397802	eondas	80579.7100	
TTL781007	2019-07-13 03:43:33	hiifx_201907130343332014	0977349823	11772.0000	
TTL781007	2019-07-13 03:44:10	hiifx_201907130344092053	judytuan	9990.0000	
TTL781007	2019-07-13 04:44:57	hiifx_201907130444575608	li19630405	4050.4900	
hanseshhl	2019-07-13 07:13:01	hiifx_201907130713012017	lwp0007	7500.0000	
hanseshhl	2019-07-13 09:45:01	hiifx_201907130945012342	qiaoxiaoyun	20000.0000	
hanseshhl	2019-07-13 10:52:02	hiifx_201907131052012095	jt1234	30000.0000	
hanseshhl	2019-07-13 15:19:32	hiifx_201907131519325357	elainesue	60000.0000	
hanseshhl	2019-07-14 04:01:38	hiifx_201907140401384761	zcp1234567	30000.0000	
TTL781007	2019-07-14 12:06:34	hiifx_201907141206335790	yuan1125	15000.0000	
TTL781007	2019-07-14 13:42:33	hiifx_201907141342332647	yuan1125	1500.0000	
keelintan20	2019-07-15 03:38:07	hiifx_201907150338063947	wm0115	100000.0000	
keelintan20	2019-07-15 05:04:36	hiifx_201907150504368872	nick001	335758.1700	
TTL781007	2019-07-15 09:47:03	hiifx_201907150947033661	YANGHSINCHUN	50000.0000	
TTL781007	2019-07-15 09:47:22	hiifx_201907150947214487	dongyujie	49000.0000	
TTL781007	2019-07-16 07:14:30	hiifx_201907160714303749	yuan1125	16500.0000	
hanseshhl	2019-07-16 07:42:45	hiifx_201907160742459026	dongyujie	200000.0000	
hanseshhl	2019-07-16 08:29:46	hiifx_201907160829469885	dongyujie	50000.0000	
TTL781007	2019-07-16 12:26:14	hiifx_201907161226133393	Hua0026	16530.0000	
TTL781007	2019-07-16 13:42:13	hiifx_201907161342127467	lxy16801	15000.0000	
keelintan20	2019-07-17 07:18:58	hiifx_201907170718584720	nick001	100000.0000	
TTL781007	2019-07-17 07:32:58	hiifx_201907170732582447	jenas0313a	15000.0000	
TTL781007	2019-07-17 09:13:34	hiifx_201907170913336243	yuan1125	5000.0000	
TTL781007	2019-07-17 13:19:30	hiifx_201907171319301608	yuan1125	20000.0000	
TTL781007	2019-07-18 03:26:40	hiifx_201907180326406778	xh90006	41500.0000	
TTL781007	2019-07-18 07:11:20	hiifx_201907180711208228	yuan1125	10000.0000	
TTL781007	2019-07-18 07:25:09	hiifx_201907180725084286	yuan1125	1500.0000	
TTL781007	2019-07-18 08:53:48	hiifx_201907180853479076	xcc1446	130000.0000	
keelintan20	2019-07-18 09:16:42	hiifx_201907180916418106	nick001	100000.0000	
keelintan20	2019-07-18 09:38:50	hiifx_201907180938497704	nick001	100000.0000	
keelintan20	2019-07-18 12:42:11	hiifx_201907181242111448	13599511498	135000.0000	
TTL781007	2019-07-19 06:36:29	hiifx_201907190636294792	yuan1125	10000.0000	
hanseshhl	2019-07-19 08:21:25	hiifx_201907190821249483	zhuangjingxia	80000.0000	
keelintan20	2019-07-19 12:46:33	hiifx_201907191246336873	nick001	150000.0000	
keelintan20	2019-07-20 03:51:06	hiifx_201907200351067974	zhuangjingxia	100000.0000	
keelintan20	2019-07-20 10:03:57	hiifx_201907201003571738	nick001	370296.8700	
TTL781007	2019-07-21 05:58:37	hiifx_201907210558368980	emilyho	972.0000	
keelintan20	2019-07-21 12:31:39	hiifx_201907211231388759	nick001	150000.0000	
keelintan20	2019-07-21 16:01:19	hiifx_201907211601187394	nick001	50000.0000	
keelintan20	2019-07-22 03:25:30	hiifx_201907220325304030	nick001	100000.0000	
keelintan20	2019-07-22 06:07:23	hiifx_201907220607236387	nick001	100000.0000	
keelintan20	2019-07-22 09:46:58	hiifx_201907220946583196	nick001	100000.0000	
keelintan20	2019-07-23 01:52:36	hiifx_201907230152369349	nick001	100000.0000	
TTL781007	2019-07-23 02:40:49	hiifx_201907230240482887	dongyujie	1500.0000	
keelintan20	2019-07-23 03:14:06	hiifx_201907230314054808	nick001	100000.0000	
keelintan20	2019-07-23 04:05:08	hiifx_201907230405088313	ke50000wan	400000.0000	
keelintan20	2019-07-23 08:47:32	hiifx_201907230847319323	nick001	100000.0000	
keelintan20	2019-07-23 09:04:56	hiifx_201907230904566650	nick001	100000.0000	
keelintan20	2019-07-23 09:55:38	hiifx_201907230955386671	lilian123	150000.0000	
keelintan20	2019-07-23 10:22:38	hiifx_201907231022388923	nick001	100000.0000	
keelintan20	2019-07-23 13:09:50	hiifx_201907231309493807	nick001	100000.0000	
keelintan20	2019-07-24 03:20:11	hiifx_201907240320105453	nick001	400000.0000	
TTL781007	2019-07-24 05:19:15	hiifx_201907240519154446	Hsukai0229	5500.0000	
keelintan20	2019-07-24 05:23:23	hiifx_201907240523226900	nick001	100000.0000	
keelintan20	2019-07-24 05:43:39	hiifx_201907240543382522	nick001	100000.0000	
keelintan20	2019-07-24 08:07:54	hiifx_201907240807549313	nick001	100000.0000	
keelintan20	2019-07-25 02:51:00	hiifx_201907250250598223	nick001	200000.0000	
keelintan20	2019-07-25 06:54:22	hiifx_201907250654217344	nick001	100000.0000	
keelintan20	2019-07-25 10:46:50	hiifx_201907251046501305	nick001	200000.0000	
keelintan20	2019-07-25 11:09:34	hiifx_201907251109347481	nick001	100000.0000	
TTL781007	2019-07-26 02:21:02	hiifx_201907260221026923	0935313322	3000.0000	
TTL781007	2019-07-26 02:21:45	hiifx_201907260221447668	jiky9095	3000.0000	
TTL781007	2019-07-26 02:23:23	hiifx_201907260223227872	dongyujie	48200.0000	
keelintan20	2019-07-26 02:35:25	hiifx_201907260235243752	nick001	200000.0000	
keelintan20	2019-07-26 06:40:32	hiifx_201907260640322996	hsl2018	400000.0000	
keelintan20	2019-07-26 08:02:50	hiifx_201907260802502923	nick001	418307.7000	
keelintan20	2019-07-26 14:27:51	hiifx_201907261427504330	nick001	100000.0000	
keelintan20	2019-07-27 01:29:22	hiifx_201907270129225104	nick001	100000.0000	
keelintan20	2019-07-27 04:29:07	hiifx_201907270429063866	nick001	100000.0000	
keelintan20	2019-07-27 06:16:48	hiifx_201907270616474814	nick001	100000.0000	
keelintan20	2019-07-27 06:46:13	hiifx_201907270646139940	nick001	200000.0000	
keelintan20	2019-07-27 07:01:18	hiifx_201907270701184641	hsl2018	400000.0000	
keelintan20	2019-07-27 08:57:37	hiifx_201907270857372188	nick001	300000.0000	
keelintan20	2019-07-28 02:06:12	hiifx_201907280206127477	nick001	100000.0000	
keelintan20	2019-07-28 09:54:12	hiifx_201907280954123731	nick001	100000.0000	
keelintan20	2019-07-28 12:14:11	hiifx_201907281214117177	nick001	100000.0000	
keelintan20	2019-07-28 12:48:25	hiifx_201907281248249985	wm0115	200000.0000	
keelintan20	2019-07-28 15:39:49	hiifx_201907281539483951	happy	100000.0000	
keelintan20	2019-07-29 08:18:42	hiifx_201907290818427630	nick001	100000.0000	
keelintan20	2019-07-29 08:53:22	hiifx_201907290853221174	nick001	100000.0000	
keelintan20	2019-07-29 13:40:59	hiifx_201907291340595447	yaxin888	100000.0000	
keelintan20	2019-07-30 03:02:34	hiifx_201907300302344215	nick001	100000.0000	
TTL781007	2019-07-30 03:11:52	hiifx_201907300311514357	YANGHSINCHUN	100000.0000	
TTL781007	2019-07-30 03:20:34	hiifx_201907300320344249	0928050689	15000.0000	
TTL781007	2019-07-30 03:21:29	hiifx_201907300321296839	0928076795	96335.6800	
TTL781007	2019-07-30 03:23:45	hiifx_201907300323447028	dragonfly5958	96430.1600	
TTL781007	2019-07-30 03:25:36	hiifx_201907300325355899	KellyYao	15000.0000	
TTL781007	2019-07-30 03:28:42	hiifx_201907300328411942	Bryant	10000.0000	
keelintan20	2019-07-30 05:06:08	hiifx_201907300506077707	nick001	100000.0000	
keelintan20	2019-07-30 06:09:07	hiifx_201907300609069704	yaxin888	200000.0000	
